,time,cpu_usage,memory_usage,max_capacity,cpu_percentage,memory_percentage,day_of_month,week_day_id,week_number_in_month,date
0,1,9.35546875,5.33544921875,17.0,0.55,0.31,1.0,2.0,0.0,2019-05-01 00:00:00
1,2,6.7392578125,3.58447265625,10.0,0.67,0.36,1.0,2.0,0.0,2019-05-01 01:00:00
2,3,5.6728515625,2.91748046875,8.0,0.71,0.36,1.0,2.0,0.0,2019-05-01 02:00:00
3,4,3.8515625,2.50048828125,5.0,0.77,0.5,1.0,2.0,0.0,2019-05-01 03:00:00
4,5,3.529296875,3.00048828125,5.0,0.71,0.6,1.0,2.0,0.0,2019-05-01 04:00:00
5,6,3.076171875,1.66748046875,5.0,0.62,0.33,1.0,2.0,0.0,2019-05-01 05:00:00
6,7,3.126953125,1.50048828125,4.0,0.78,0.38,1.0,2.0,0.0,2019-05-01 06:00:00
7,8,3.41796875,2.00048828125,4.0,0.85,0.5,1.0,2.0,0.0,2019-05-01 07:00:00
8,9,3.484375,2.16748046875,5.0,0.7,0.43,1.0,2.0,0.0,2019-05-01 08:00:00
9,10,3.6728515625,2.2509765625,6.0,0.61,0.38,1.0,2.0,0.0,2019-05-01 09:00:00
10,11,46.478515625,27.34130859375,69.0,0.67,0.4,1.0,2.0,0.0,2019-05-01 10:00:00
11,12,198.38671875,114.712890625,322.0,0.62,0.36,1.0,2.0,0.0,2019-05-01 11:00:00
12,13,223.953125,131.89208984375,372.0,0.6,0.35,1.0,2.0,0.0,2019-05-01 12:00:00
13,14,172.49609375,100.709716796875,282.0,0.61,0.36,1.0,2.0,0.0,2019-05-01 13:00:00
14,15,190.14453125,111.048095703125,313.0,0.61,0.35,1.0,2.0,0.0,2019-05-01 14:00:00
15,16,197.908203125,116.71728515625,326.0,0.61,0.36,1.0,2.0,0.0,2019-05-01 15:00:00
16,17,203.849609375,118.858642578125,337.0,0.6,0.35,1.0,2.0,0.0,2019-05-01 16:00:00
17,18,170.384765625,97.544921875,281.0,0.61,0.35,1.0,2.0,0.0,2019-05-01 17:00:00
18,19,152.966796875,88.205078125,246.0,0.62,0.36,1.0,2.0,0.0,2019-05-01 18:00:00
19,20,135.396484375,81.367431640625,215.0,0.63,0.38,1.0,2.0,0.0,2019-05-01 19:00:00
20,21,118.970703125,69.52880859375,185.0,0.64,0.38,1.0,2.0,0.0,2019-05-01 20:00:00
21,22,73.509765625,43.017822265625,119.0,0.62,0.36,1.0,2.0,0.0,2019-05-01 21:00:00
22,23,39.537109375,23.177734375,68.0,0.58,0.34,1.0,2.0,0.0,2019-05-01 22:00:00
23,24,124.498046875,115.4228515625,142.0,0.88,0.81,2.0,3.0,0.0,2019-05-01 23:00:00
24,25,58.966796875,52.671630859375,73.0,0.81,0.72,2.0,3.0,0.0,2019-05-02 00:00:00
25,26,16.54296875,10.629638671875,29.0,0.57,0.37,2.0,3.0,0.0,2019-05-02 01:00:00
26,27,14.009765625,9.3369140625,22.0,0.64,0.42,2.0,3.0,0.0,2019-05-02 02:00:00
27,28,8.36328125,5.501953125,13.0,0.64,0.42,2.0,3.0,0.0,2019-05-02 03:00:00
28,29,6.740234375,4.16796875,11.0,0.61,0.38,2.0,3.0,0.0,2019-05-02 04:00:00
29,30,3.73046875,2.66748046875,7.0,0.53,0.38,2.0,3.0,0.0,2019-05-02 05:00:00
30,31,4.90234375,3.66796875,7.0,0.7,0.52,2.0,3.0,0.0,2019-05-02 06:00:00
31,32,5.611328125,4.3349609375,8.0,0.7,0.54,2.0,3.0,0.0,2019-05-02 07:00:00
32,33,2.396484375,1.500732421875,4.0,0.6,0.38,2.0,3.0,0.0,2019-05-02 08:00:00
33,34,5.470703125,4.00146484375,9.0,0.61,0.44,2.0,3.0,0.0,2019-05-02 09:00:00
34,35,40.396484375,24.676025390625,62.0,0.65,0.4,2.0,3.0,0.0,2019-05-02 10:00:00
35,36,200.064453125,156.190673828125,259.0,0.77,0.6,2.0,3.0,0.0,2019-05-02 11:00:00
36,37,192.041015625,143.3603515625,256.0,0.75,0.56,2.0,3.0,0.0,2019-05-02 12:00:00
37,38,94.673828125,58.022216796875,146.0,0.65,0.4,2.0,3.0,0.0,2019-05-02 13:00:00
38,39,102.7578125,60.192626953125,163.0,0.63,0.37,2.0,3.0,0.0,2019-05-02 14:00:00
39,40,108.31640625,61.694091796875,169.0,0.64,0.37,2.0,3.0,0.0,2019-05-02 15:00:00
40,41,97.90234375,58.52294921875,148.0,0.66,0.4,2.0,3.0,0.0,2019-05-02 16:00:00
41,42,96.89453125,56.021484375,143.0,0.68,0.39,2.0,3.0,0.0,2019-05-02 17:00:00
42,43,84.037109375,50.020263671875,127.0,0.66,0.39,2.0,3.0,0.0,2019-05-02 18:00:00
43,44,77.255859375,44.5166015625,113.0,0.68,0.39,2.0,3.0,0.0,2019-05-02 19:00:00
44,45,73.689453125,44.851318359375,111.0,0.66,0.4,2.0,3.0,0.0,2019-05-02 20:00:00
45,46,60.869140625,35.6796875,89.0,0.68,0.4,2.0,3.0,0.0,2019-05-02 21:00:00
46,47,45.625,27.175048828125,62.0,0.74,0.44,2.0,3.0,0.0,2019-05-02 22:00:00
47,48,22.02734375,12.670654296875,32.0,0.69,0.4,3.0,4.0,0.0,2019-05-02 23:00:00
48,49,10.40234375,5.6689453125,16.0,0.65,0.35,3.0,4.0,0.0,2019-05-03 00:00:00
49,50,9.171875,5.33447265625,12.0,0.76,0.44,3.0,4.0,0.0,2019-05-03 01:00:00
50,51,3.6875,2.333984375,5.0,0.74,0.47,3.0,4.0,0.0,2019-05-03 02:00:00
51,52,5.462890625,3.0009765625,8.0,0.68,0.38,3.0,4.0,0.0,2019-05-03 03:00:00
52,53,8.033203125,4.50146484375,12.0,0.67,0.38,3.0,4.0,0.0,2019-05-03 04:00:00
53,54,4.162109375,2.333984375,6.0,0.69,0.39,3.0,4.0,0.0,2019-05-03 05:00:00
54,55,6.083984375,4.50146484375,9.0,0.68,0.5,3.0,4.0,0.0,2019-05-03 06:00:00
55,56,7.9765625,5.16845703125,12.0,0.66,0.43,3.0,4.0,0.0,2019-05-03 07:00:00
56,57,3.6015625,2.16748046875,5.0,0.72,0.43,3.0,4.0,0.0,2019-05-03 08:00:00
57,58,3.396484375,2.66748046875,5.0,0.68,0.53,3.0,4.0,0.0,2019-05-03 09:00:00
58,59,3.07421875,2.333984375,5.0,0.61,0.47,3.0,4.0,0.0,2019-05-03 10:00:00
59,60,31.75,18.172607421875,47.0,0.68,0.39,3.0,4.0,0.0,2019-05-03 11:00:00
60,61,56.142578125,32.677978515625,82.0,0.68,0.4,3.0,4.0,0.0,2019-05-03 12:00:00
61,62,29.0859375,17.5048828125,40.0,0.73,0.44,3.0,4.0,0.0,2019-05-03 13:00:00
62,63,36.00390625,23.173828125,51.0,0.71,0.45,3.0,4.0,0.0,2019-05-03 14:00:00
63,64,71.494140625,43.349853515625,108.0,0.66,0.4,3.0,4.0,0.0,2019-05-03 15:00:00
64,65,68.6796875,40.015625,106.0,0.65,0.38,3.0,4.0,0.0,2019-05-03 16:00:00
65,66,61.84765625,37.68310546875,98.0,0.63,0.38,3.0,4.0,0.0,2019-05-03 17:00:00
66,67,59.513671875,35.51416015625,91.0,0.65,0.39,3.0,4.0,0.0,2019-05-03 18:00:00
67,68,59.044921875,35.511474609375,84.0,0.7,0.42,3.0,4.0,0.0,2019-05-03 19:00:00
68,69,52.91796875,32.84521484375,81.0,0.65,0.41,3.0,4.0,0.0,2019-05-03 20:00:00
69,70,56.431640625,32.5126953125,85.0,0.66,0.38,3.0,4.0,0.0,2019-05-03 21:00:00
70,71,32.154296875,19.673095703125,48.0,0.67,0.41,3.0,4.0,0.0,2019-05-03 22:00:00
71,72,26.6796875,15.837646484375,37.0,0.72,0.43,4.0,5.0,0.0,2019-05-03 23:00:00
72,73,28.6328125,15.83837890625,40.0,0.72,0.4,4.0,5.0,0.0,2019-05-04 00:00:00
73,74,16.55859375,10.0029296875,23.0,0.72,0.43,4.0,5.0,0.0,2019-05-04 01:00:00
74,75,10.080078125,6.50146484375,14.0,0.72,0.46,4.0,5.0,0.0,2019-05-04 02:00:00
75,76,14.60546875,9.502197265625,20.0,0.73,0.48,4.0,5.0,0.0,2019-05-04 03:00:00
76,77,18.59375,12.83544921875,24.0,0.77,0.53,4.0,5.0,0.0,2019-05-04 04:00:00
77,78,7.580078125,5.667724609375,10.0,0.76,0.57,4.0,5.0,0.0,2019-05-04 05:00:00
78,79,8.310546875,6.5009765625,10.0,0.83,0.65,4.0,5.0,0.0,2019-05-04 06:00:00
79,80,11.78515625,7.83447265625,14.0,0.84,0.56,4.0,5.0,0.0,2019-05-04 07:00:00
80,81,8.193359375,5.5009765625,10.0,0.82,0.55,4.0,5.0,0.0,2019-05-04 08:00:00
81,82,9.494140625,7.66796875,12.0,0.79,0.64,4.0,5.0,0.0,2019-05-04 09:00:00
82,83,4.513671875,3.500732421875,6.0,0.75,0.58,4.0,5.0,0.0,2019-05-04 10:00:00
83,84,25.90625,15.505859375,38.0,0.68,0.41,4.0,5.0,0.0,2019-05-04 11:00:00
84,85,35.69921875,21.840576171875,53.0,0.67,0.41,4.0,5.0,0.0,2019-05-04 12:00:00
85,86,28.07421875,16.171142578125,39.0,0.72,0.41,4.0,5.0,0.0,2019-05-04 13:00:00
86,87,31.859375,19.004150390625,42.0,0.76,0.45,4.0,5.0,0.0,2019-05-04 14:00:00
87,88,46.64453125,28.508056640625,66.0,0.71,0.43,4.0,5.0,0.0,2019-05-04 15:00:00
88,89,48.587890625,29.842529296875,73.0,0.67,0.41,4.0,5.0,0.0,2019-05-04 16:00:00
89,90,45.998046875,29.3427734375,70.0,0.66,0.42,4.0,5.0,0.0,2019-05-04 17:00:00
90,91,39.40625,24.00830078125,59.0,0.67,0.41,4.0,5.0,0.0,2019-05-04 18:00:00
91,92,48.033203125,30.509765625,70.0,0.69,0.44,4.0,5.0,0.0,2019-05-04 19:00:00
92,93,45.75,28.175537109375,65.0,0.7,0.43,4.0,5.0,0.0,2019-05-04 20:00:00
93,94,44.505859375,25.67578125,67.0,0.66,0.38,4.0,5.0,0.0,2019-05-04 21:00:00
94,95,39.560546875,24.5078125,56.0,0.71,0.44,4.0,5.0,0.0,2019-05-04 22:00:00
95,96,41.083984375,23.1728515625,58.0,0.71,0.4,5.0,6.0,0.0,2019-05-04 23:00:00
96,97,47.123046875,28.00537109375,62.0,0.76,0.45,5.0,6.0,0.0,2019-05-05 00:00:00
97,98,30.91015625,19.503662109375,42.0,0.74,0.46,5.0,6.0,0.0,2019-05-05 01:00:00
98,99,23.61328125,13.8359375,30.0,0.79,0.46,5.0,6.0,0.0,2019-05-05 02:00:00
99,100,17.654296875,10.668212890625,22.0,0.8,0.48,5.0,6.0,0.0,2019-05-05 03:00:00
100,101,19.36328125,10.8349609375,24.0,0.81,0.45,5.0,6.0,0.0,2019-05-05 04:00:00
101,102,10.375,6.167724609375,13.0,0.8,0.47,5.0,6.0,0.0,2019-05-05 05:00:00
102,103,8.365234375,5.50048828125,10.0,0.84,0.55,5.0,6.0,0.0,2019-05-05 06:00:00
103,104,4.708984375,2.83349609375,5.0,0.94,0.57,5.0,6.0,0.0,2019-05-05 07:00:00
104,105,4.18359375,2.6669921875,5.0,0.84,0.53,5.0,6.0,0.0,2019-05-05 08:00:00
105,106,21.6875,17.333984375,23.0,0.94,0.75,5.0,6.0,0.0,2019-05-05 09:00:00
106,107,10.38671875,7.83349609375,11.0,0.94,0.71,5.0,6.0,0.0,2019-05-05 10:00:00
107,108,21.21484375,14.668212890625,26.0,0.82,0.56,5.0,6.0,0.0,2019-05-05 11:00:00
108,109,29.158203125,17.004638671875,41.0,0.71,0.41,5.0,6.0,0.0,2019-05-05 12:00:00
109,110,26.83203125,15.338134765625,38.0,0.71,0.4,5.0,6.0,0.0,2019-05-05 13:00:00
110,111,36.001953125,23.837158203125,47.0,0.77,0.51,5.0,6.0,0.0,2019-05-05 14:00:00
111,112,37.59765625,22.337890625,49.0,0.77,0.46,5.0,6.0,0.0,2019-05-05 15:00:00
112,113,29.814453125,18.17041015625,39.0,0.76,0.47,5.0,6.0,0.0,2019-05-05 16:00:00
113,114,29.126953125,18.837646484375,41.0,0.71,0.46,5.0,6.0,0.0,2019-05-05 17:00:00
114,115,66.38671875,44.34228515625,92.0,0.72,0.48,5.0,6.0,0.0,2019-05-05 18:00:00
115,116,63.341796875,41.843505859375,90.0,0.7,0.46,5.0,6.0,0.0,2019-05-05 19:00:00
116,117,71.26171875,45.675537109375,95.0,0.75,0.48,5.0,6.0,0.0,2019-05-05 20:00:00
117,118,82.515625,53.345703125,116.0,0.71,0.46,5.0,6.0,0.0,2019-05-05 21:00:00
118,119,78.447265625,49.844482421875,107.0,0.73,0.47,5.0,6.0,0.0,2019-05-05 22:00:00
119,120,76.90234375,48.510986328125,106.0,0.73,0.46,6.0,0.0,1.0,2019-05-05 23:00:00
120,121,81.41015625,49.762939453125,118.0,0.69,0.42,6.0,0.0,1.0,2019-05-06 00:00:00
121,122,63.2421875,37.174560546875,85.0,0.74,0.44,6.0,0.0,1.0,2019-05-06 01:00:00
122,123,28.875,15.8369140625,39.0,0.74,0.41,6.0,0.0,1.0,2019-05-06 02:00:00
123,124,22.509765625,13.33740234375,35.0,0.64,0.38,6.0,0.0,1.0,2019-05-06 03:00:00
124,125,23.921875,12.83642578125,32.0,0.75,0.4,6.0,0.0,1.0,2019-05-06 04:00:00
125,126,15.130859375,7.33447265625,18.0,0.84,0.41,6.0,0.0,1.0,2019-05-06 05:00:00
126,127,6.625,3.16748046875,9.0,0.74,0.35,6.0,0.0,1.0,2019-05-06 06:00:00
127,128,12.591796875,6.586181640625,20.0,0.63,0.33,6.0,0.0,1.0,2019-05-06 07:00:00
128,129,12.04296875,7.08642578125,21.0,0.57,0.34,6.0,0.0,1.0,2019-05-06 08:00:00
129,130,7.052734375,4.2509765625,10.0,0.71,0.43,6.0,0.0,1.0,2019-05-06 09:00:00
130,131,7.095703125,3.9169921875,8.0,0.89,0.49,6.0,0.0,1.0,2019-05-06 10:00:00
131,132,11.234375,6.585205078125,16.0,0.7,0.41,6.0,0.0,1.0,2019-05-06 11:00:00
132,133,25.154296875,15.9208984375,36.0,0.7,0.44,6.0,0.0,1.0,2019-05-06 12:00:00
133,134,21.6640625,12.50341796875,31.0,0.7,0.4,6.0,0.0,1.0,2019-05-06 13:00:00
134,135,23.80859375,15.3359375,30.0,0.79,0.51,6.0,0.0,1.0,2019-05-06 14:00:00
135,136,25.998046875,16.33642578125,35.0,0.74,0.47,6.0,0.0,1.0,2019-05-06 15:00:00
136,137,27.916015625,15.67041015625,37.0,0.75,0.42,6.0,0.0,1.0,2019-05-06 16:00:00
137,138,19.328125,10.836669921875,26.0,0.74,0.42,6.0,0.0,1.0,2019-05-06 17:00:00
138,139,19.880859375,10.83642578125,26.0,0.76,0.42,6.0,0.0,1.0,2019-05-06 18:00:00
139,140,27.26953125,18.67333984375,37.0,0.74,0.5,6.0,0.0,1.0,2019-05-06 19:00:00
140,141,26.35546875,17.840576171875,40.0,0.66,0.45,6.0,0.0,1.0,2019-05-06 20:00:00
141,142,26.9765625,16.004638671875,38.0,0.71,0.42,6.0,0.0,1.0,2019-05-06 21:00:00
142,143,31.015625,15.67041015625,43.0,0.72,0.36,6.0,0.0,1.0,2019-05-06 22:00:00
143,144,24.701171875,16.004150390625,33.0,0.75,0.48,7.0,1.0,1.0,2019-05-06 23:00:00
144,145,26.197265625,14.669921875,37.0,0.71,0.4,7.0,1.0,1.0,2019-05-07 00:00:00
145,146,17.43359375,10.170166015625,27.0,0.65,0.38,7.0,1.0,1.0,2019-05-07 01:00:00
146,147,21.86328125,12.169677734375,30.0,0.73,0.41,7.0,1.0,1.0,2019-05-07 02:00:00
147,148,23.388671875,13.5029296875,31.0,0.75,0.44,7.0,1.0,1.0,2019-05-07 03:00:00
148,149,16.611328125,9.668701171875,23.0,0.72,0.42,7.0,1.0,1.0,2019-05-07 04:00:00
149,150,17.146484375,10.8349609375,21.0,0.82,0.52,7.0,1.0,1.0,2019-05-07 05:00:00
150,151,14.173828125,9.668212890625,18.0,0.79,0.54,7.0,1.0,1.0,2019-05-07 06:00:00
151,152,10.814453125,6.08447265625,13.0,0.83,0.47,7.0,1.0,1.0,2019-05-07 07:00:00
152,153,4.0,2.5,4.0,1.0,0.62,7.0,1.0,1.0,2019-05-07 08:00:00
153,154,7.30078125,4.50048828125,8.0,0.91,0.56,7.0,1.0,1.0,2019-05-07 09:00:00
154,155,8.150390625,4.833984375,10.0,0.82,0.48,7.0,1.0,1.0,2019-05-07 10:00:00
155,156,9.537109375,5.500732421875,12.0,0.79,0.46,7.0,1.0,1.0,2019-05-07 11:00:00
156,157,22.1640625,14.001708984375,27.0,0.82,0.52,7.0,1.0,1.0,2019-05-07 12:00:00
157,158,18.23046875,11.168701171875,24.0,0.76,0.47,7.0,1.0,1.0,2019-05-07 13:00:00
158,159,29.814453125,16.00390625,44.0,0.68,0.36,7.0,1.0,1.0,2019-05-07 14:00:00
159,160,25.609375,15.170166015625,36.0,0.71,0.42,7.0,1.0,1.0,2019-05-07 15:00:00
160,161,15.455078125,8.33642578125,24.0,0.64,0.35,7.0,1.0,1.0,2019-05-07 16:00:00
161,162,26.431640625,13.670166015625,38.0,0.7,0.36,7.0,1.0,1.0,2019-05-07 17:00:00
162,163,18.3515625,9.83544921875,25.0,0.73,0.39,7.0,1.0,1.0,2019-05-07 18:00:00
163,164,19.216796875,9.168701171875,28.0,0.69,0.33,7.0,1.0,1.0,2019-05-07 19:00:00
164,165,19.689453125,9.502685546875,28.0,0.7,0.34,7.0,1.0,1.0,2019-05-07 20:00:00
165,166,23.00390625,14.836181640625,30.0,0.77,0.49,7.0,1.0,1.0,2019-05-07 21:00:00
166,167,20.005859375,10.670654296875,31.0,0.65,0.34,7.0,1.0,1.0,2019-05-07 22:00:00
167,168,18.638671875,11.670166015625,28.0,0.67,0.42,8.0,2.0,1.0,2019-05-07 23:00:00
168,169,19.908203125,11.0029296875,30.0,0.66,0.37,8.0,2.0,1.0,2019-05-08 00:00:00
169,170,17.998046875,10.168701171875,27.0,0.67,0.38,8.0,2.0,1.0,2019-05-08 01:00:00
170,171,16.353515625,10.001953125,23.0,0.71,0.43,8.0,2.0,1.0,2019-05-08 02:00:00
171,172,14.185546875,8.16796875,18.0,0.79,0.45,8.0,2.0,1.0,2019-05-08 03:00:00
172,173,8.130859375,4.334228515625,11.0,0.74,0.39,8.0,2.0,1.0,2019-05-08 04:00:00
173,174,13.576171875,8.33544921875,19.0,0.71,0.44,8.0,2.0,1.0,2019-05-08 05:00:00
174,175,14.501953125,8.835693359375,22.0,0.66,0.4,8.0,2.0,1.0,2019-05-08 06:00:00
175,176,12.55859375,7.001220703125,16.0,0.78,0.44,8.0,2.0,1.0,2019-05-08 07:00:00
176,177,8.5234375,4.33447265625,11.0,0.77,0.39,8.0,2.0,1.0,2019-05-08 08:00:00
177,178,6.734375,3.833740234375,8.0,0.84,0.48,8.0,2.0,1.0,2019-05-08 09:00:00
178,179,6.96875,4.00048828125,8.0,0.87,0.5,8.0,2.0,1.0,2019-05-08 10:00:00
179,180,7.484375,3.917236328125,9.0,0.83,0.44,8.0,2.0,1.0,2019-05-08 11:00:00
180,181,8.78515625,4.5009765625,11.0,0.8,0.41,8.0,2.0,1.0,2019-05-08 12:00:00
181,182,12.72265625,7.66796875,16.0,0.8,0.48,8.0,2.0,1.0,2019-05-08 13:00:00
182,183,11.298828125,5.8349609375,15.0,0.75,0.39,8.0,2.0,1.0,2019-05-08 14:00:00
183,184,12.01953125,6.66796875,14.0,0.86,0.48,8.0,2.0,1.0,2019-05-08 15:00:00
184,185,33.90234375,19.007080078125,49.0,0.69,0.39,8.0,2.0,1.0,2019-05-08 16:00:00
185,186,29.04296875,15.00390625,42.0,0.69,0.36,8.0,2.0,1.0,2019-05-08 17:00:00
186,187,27.892578125,16.6689453125,34.0,0.82,0.49,8.0,2.0,1.0,2019-05-08 18:00:00
187,188,25.23828125,16.337890625,32.0,0.79,0.51,8.0,2.0,1.0,2019-05-08 19:00:00
188,189,23.201171875,16.00439453125,28.0,0.83,0.57,8.0,2.0,1.0,2019-05-08 20:00:00
189,190,20.830078125,10.668701171875,27.0,0.77,0.4,8.0,2.0,1.0,2019-05-08 21:00:00
190,191,20.748046875,12.8388671875,36.0,0.58,0.36,8.0,2.0,1.0,2019-05-08 22:00:00
191,192,20.361328125,14.33642578125,28.0,0.73,0.51,9.0,3.0,1.0,2019-05-08 23:00:00
192,193,25.69921875,17.50390625,39.0,0.66,0.45,9.0,3.0,1.0,2019-05-09 00:00:00
193,194,25.09375,18.67041015625,37.0,0.68,0.5,9.0,3.0,1.0,2019-05-09 01:00:00
194,195,23.859375,19.002685546875,32.0,0.75,0.59,9.0,3.0,1.0,2019-05-09 02:00:00
195,196,16.642578125,12.501953125,21.0,0.79,0.6,9.0,3.0,1.0,2019-05-09 03:00:00
196,197,16.111328125,10.001953125,20.0,0.81,0.5,9.0,3.0,1.0,2019-05-09 04:00:00
197,198,15.384765625,9.3349609375,19.0,0.81,0.49,9.0,3.0,1.0,2019-05-09 05:00:00
198,199,13.73046875,9.501953125,18.0,0.76,0.53,9.0,3.0,1.0,2019-05-09 06:00:00
199,200,11.654296875,6.8349609375,16.0,0.73,0.43,9.0,3.0,1.0,2019-05-09 07:00:00
200,201,15.255859375,10.335205078125,19.0,0.8,0.54,9.0,3.0,1.0,2019-05-09 08:00:00
201,202,11.052734375,7.0009765625,14.0,0.79,0.5,9.0,3.0,1.0,2019-05-09 09:00:00
202,203,12.333984375,8.33447265625,15.0,0.82,0.56,9.0,3.0,1.0,2019-05-09 10:00:00
203,204,9.44921875,6.501953125,14.0,0.67,0.46,9.0,3.0,1.0,2019-05-09 11:00:00
204,205,8.375,6.0009765625,11.0,0.76,0.55,9.0,3.0,1.0,2019-05-09 12:00:00
205,206,10.201171875,6.16796875,13.0,0.78,0.47,9.0,3.0,1.0,2019-05-09 13:00:00
206,207,21.26171875,11.003173828125,30.0,0.71,0.37,9.0,3.0,1.0,2019-05-09 14:00:00
207,208,17.044921875,7.669677734375,30.0,0.57,0.26,9.0,3.0,1.0,2019-05-09 15:00:00
208,209,23.224609375,16.507080078125,40.0,0.58,0.41,9.0,3.0,1.0,2019-05-09 16:00:00
209,210,20.974609375,13.17041015625,33.0,0.64,0.4,9.0,3.0,1.0,2019-05-09 17:00:00
210,211,27.5234375,14.66943359375,33.0,0.83,0.44,9.0,3.0,1.0,2019-05-09 18:00:00
211,212,26.01953125,13.83447265625,28.0,0.93,0.49,9.0,3.0,1.0,2019-05-09 19:00:00
212,213,22.83984375,13.168701171875,28.0,0.82,0.47,9.0,3.0,1.0,2019-05-09 20:00:00
213,214,27.013671875,12.00244140625,36.0,0.75,0.33,9.0,3.0,1.0,2019-05-09 21:00:00
214,215,25.115234375,15.501708984375,33.0,0.76,0.47,9.0,3.0,1.0,2019-05-09 22:00:00
215,216,36.580078125,22.335693359375,45.0,0.81,0.5,10.0,4.0,1.0,2019-05-09 23:00:00
216,217,20.671875,13.00146484375,25.0,0.83,0.52,10.0,4.0,1.0,2019-05-10 00:00:00
217,218,16.646484375,12.834716796875,20.0,0.83,0.64,10.0,4.0,1.0,2019-05-10 01:00:00
218,219,18.23828125,15.333984375,20.0,0.91,0.77,10.0,4.0,1.0,2019-05-10 02:00:00
219,220,16.443359375,11.833984375,18.0,0.91,0.66,10.0,4.0,1.0,2019-05-10 03:00:00
220,221,13.140625,8.834228515625,16.0,0.82,0.55,10.0,4.0,1.0,2019-05-10 04:00:00
221,222,12.19140625,7.833984375,14.0,0.87,0.56,10.0,4.0,1.0,2019-05-10 05:00:00
222,223,14.27734375,8.168701171875,19.0,0.75,0.43,10.0,4.0,1.0,2019-05-10 06:00:00
223,224,15.626953125,9.33447265625,18.0,0.87,0.52,10.0,4.0,1.0,2019-05-10 07:00:00
224,225,12.326171875,7.833984375,14.0,0.88,0.56,10.0,4.0,1.0,2019-05-10 08:00:00
225,226,9.78515625,6.5009765625,12.0,0.82,0.54,10.0,4.0,1.0,2019-05-10 09:00:00
226,227,9.259765625,5.33447265625,12.0,0.77,0.44,10.0,4.0,1.0,2019-05-10 10:00:00
227,228,10.703125,6.501953125,15.0,0.71,0.43,10.0,4.0,1.0,2019-05-10 11:00:00
228,229,13.0546875,9.33447265625,16.0,0.82,0.58,10.0,4.0,1.0,2019-05-10 12:00:00
229,230,10.568359375,7.83447265625,13.0,0.81,0.6,10.0,4.0,1.0,2019-05-10 13:00:00
230,231,16.544921875,9.1689453125,25.0,0.66,0.37,10.0,4.0,1.0,2019-05-10 14:00:00
231,232,23.556640625,11.3369140625,33.0,0.71,0.34,10.0,4.0,1.0,2019-05-10 15:00:00
232,233,19.857421875,10.50439453125,30.0,0.66,0.35,10.0,4.0,1.0,2019-05-10 16:00:00
233,234,20.306640625,12.003173828125,29.0,0.7,0.41,10.0,4.0,1.0,2019-05-10 17:00:00
234,235,18.060546875,10.335205078125,26.0,0.69,0.4,10.0,4.0,1.0,2019-05-10 18:00:00
235,236,19.6171875,13.338134765625,30.0,0.65,0.44,10.0,4.0,1.0,2019-05-10 19:00:00
236,237,22.291015625,12.003173828125,33.0,0.68,0.36,10.0,4.0,1.0,2019-05-10 20:00:00
237,238,24.763671875,12.167724609375,28.0,0.88,0.43,10.0,4.0,1.0,2019-05-10 21:00:00
238,239,23.322265625,13.33447265625,27.0,0.86,0.49,10.0,4.0,1.0,2019-05-10 22:00:00
239,240,19.984375,11.502685546875,29.0,0.69,0.4,11.0,5.0,1.0,2019-05-10 23:00:00
240,241,19.47265625,10.336181640625,26.0,0.75,0.4,11.0,5.0,1.0,2019-05-11 00:00:00
241,242,16.396484375,8.502197265625,21.0,0.78,0.4,11.0,5.0,1.0,2019-05-11 01:00:00
242,243,16.26953125,8.168212890625,20.0,0.81,0.41,11.0,5.0,1.0,2019-05-11 02:00:00
243,244,17.798828125,10.001220703125,21.0,0.85,0.48,11.0,5.0,1.0,2019-05-11 03:00:00
244,245,13.193359375,7.0009765625,15.0,0.88,0.47,11.0,5.0,1.0,2019-05-11 04:00:00
245,246,14.90234375,8.0009765625,17.0,0.88,0.47,11.0,5.0,1.0,2019-05-11 05:00:00
246,247,13.66796875,7.5009765625,16.0,0.85,0.47,11.0,5.0,1.0,2019-05-11 06:00:00
247,248,10.03515625,5.500732421875,12.0,0.84,0.46,11.0,5.0,1.0,2019-05-11 07:00:00
248,249,11.345703125,5.66748046875,14.0,0.81,0.4,11.0,5.0,1.0,2019-05-11 08:00:00
249,250,8.55859375,4.667724609375,12.0,0.71,0.39,11.0,5.0,1.0,2019-05-11 09:00:00
250,251,7.279296875,4.667236328125,9.0,0.81,0.52,11.0,5.0,1.0,2019-05-11 10:00:00
251,252,6.892578125,4.00048828125,8.0,0.86,0.5,11.0,5.0,1.0,2019-05-11 11:00:00
252,253,6.892578125,4.00048828125,8.0,0.86,0.5,11.0,5.0,1.0,2019-05-11 12:00:00
253,254,5.892578125,4.50048828125,7.0,0.84,0.64,11.0,5.0,1.0,2019-05-11 13:00:00
254,255,19.29296875,14.005615234375,29.0,0.67,0.48,11.0,5.0,1.0,2019-05-11 14:00:00
255,256,25.1640625,14.503662109375,34.0,0.74,0.43,11.0,5.0,1.0,2019-05-11 15:00:00
256,257,26.021484375,16.83837890625,35.0,0.74,0.48,11.0,5.0,1.0,2019-05-11 16:00:00
257,258,20.3359375,12.836669921875,26.0,0.78,0.49,11.0,5.0,1.0,2019-05-11 17:00:00
258,259,23.984375,13.837646484375,33.0,0.73,0.42,11.0,5.0,1.0,2019-05-11 18:00:00
